Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Temperature Difference,Machine Power,Wear Rate,Heat Index,Mechanical Stress,Temperature Ratio,RPM per Torque
1,1.199242201794663,0.1310973837401734,-1.0408088485950486,0.5087013201632943,0.9482293885695664,0,1,0,0,0,-1.0681448180544895,-0.5294608353179395,-23.235877051542587,0.1572175151260854,0.48236554178297175,0.10931685321279264,-0.6898707084596417
1,-0.4534688570357496,0.3338906296160494,-0.040652089805629,-0.3396935718391292,-0.7182269686943654,0,0,0,0,0,0.787359486651799,0.013809253588799166,-0.7486616284480646,-0.1514090021869367,0.2439770843869794,-0.7363033302852082,-0.061565491523164324
1,0.2977634424326301,-0.27448910801154,1.0313391323222572,-0.99844725268807,0.6180823743946366,0,0,0,0,0,-0.57225255044417,-1.0297377232568556,0.30427335571881375,-0.08173282171177816,-0.617122648649244,-0.9218361588281409,664.2028129099408
1,0.8486671287094248,0.8070748699930677,0.2743144032938014,-0.2099390589446411,-0.5138502456336945,0,0,0,0,0,-0.04159225871635719,-0.05758930768246143,-0.40323663006987376,0.684937912570549,0.1078772370068105,0.9509910808262282,0.3472066381706882
1,-1.6053583828872708,-1.6940418291426331,-1.0629117603915,1.4768696086837063,-1.0169314100907303,0,0,0,0,0,-0.08868344625536229,-1.5697820756347038,16.16440874905368,2.7195442513758117,-1.5018750936788665,1.0552421485449643,-0.42913512954618865
1,0.347845595730505,1.2126613617448194,-0.2948355754648185,0.7282858804462741,-1.3942422834335078,0,0,0,0,0,0.8648157660143144,-0.2147245866642792,-1.9771874968771161,0.42181891379549213,-1.0154069689457959,3.486205881658868,-0.17059421638547825
1,-0.2030580905462897,0.6718793727424964,-0.6042763406151362,-0.1700145934386449,0.2564927874411419,0,0,0,0,0,0.8749374632887861,0.10273579637427449,0.6481613655343464,-0.13643054250653017,-0.0436075169767505,-3.3088037562794517,-0.7280565848966722
1,-1.4551119229935894,-1.1532598401403102,-0.7534709952411822,1.4070017940482134,1.1211635388516727,0,0,0,0,0,0.30185208285327914,-1.0601350420676363,4.547795663834851,1.6781221436978464,1.5774791105857473,0.7925574809171507,-0.31303300109883087
1,0.347845595730505,0.4014883782413541,-0.1069608251949828,0.5885502511752868,0.6023610880053543,0,0,0,0,0,0.053642782510849085,-0.06295182053442308,0.6745069029439515,0.13965596410823813,0.3545197696437703,1.1542143501865956,-0.06733235232303666
2,-0.5536331636315563,-1.220857588765615,-0.9247685616636796,2.3552078498156277,-1.2213081331514015,0,0,1,0,0,-0.6672244251340587,-2.1780221756930054,-16.234012803152478,0.675907249211901,-2.8764345022418505,2.205174236235056,-0.27562184015350844
1,-0.6537974702273347,-0.1392936107609688,-1.02423166474771,1.3271528630362202,1.6399659896979912,0,0,0,1,0,0.5145038594663659,-1.3593119862822776,-67.67863482648126,0.09106981033435245,2.1764855585097176,0.21305315040838935,-0.4401222115729012
1,-0.1529759372484148,-0.6124778511379871,-1.0629117603915,1.526775190566202,0.4923120832803776,0,0,0,0,0,-0.45950191388957234,-1.6228273055267894,-7.825438045553315,0.09369437332172866,0.7516498747684424,4.003752891825044,-0.42065940981212574
1,0.347845595730505,-0.3420868566368448,-0.1732695605843366,-0.0103167314146591,-0.7653908278622126,0,0,0,0,0,-0.6899324523673498,0.0017875755188846035,-0.9258045807569322,-0.11899340643841913,0.007896331598298023,-0.9834445536630516,-0.1750757702835667
2,1.4997351215820265,1.8886388479977136,0.6003323522914575,-0.7888438087815887,-0.0579329403445056,0,0,0,0,0,0.38890372641568716,-0.47356845931640384,-0.03620056812671039,2.8324580123263896,0.04570004131527636,1.2593149422315615,2.8430724613255514
2,0.1975991358368233,1.1450636131195149,1.6170662949282155,-1.5773520025250178,1.1211635388516727,0,0,0,0,0,0.9474644772826916,-2.5506827585207317,0.4284047144791285,0.22626358043060668,-1.7684695531657217,5.79488168442753,-2.800832573293352
2,0.9989135886031064,0.7394771213678013,-0.7368938113938438,0.8780026260937606,0.8067378110660252,0,0,0,0,0,-0.2594364672353051,-0.6469947015560351,3.066206140341425,0.7386737449954053,0.7083179166851021,0.7402813714866925,-0.3923816725041437
1,-0.8541260834188912,-1.2884553373908814,-1.178952047322869,1.8361897982376745,-0.2780309497944588,0,0,0,0,0,-0.4343292539719902,-2.164779721905672,1.5536617432089483,1.1005033109858395,-0.5105175936069163,1.5085071892822421,-0.41568164727742674
1,-0.5536331636315563,0.1986951323654782,-0.460607413938203,0.4088901563983033,0.1621650691054477,0,0,0,0,0,0.7523282959970345,-0.18833783752340982,0.30064385995633397,-0.11000421472969053,0.06630770046886816,-0.3588931180750402,-0.3269292583573038
1,-1.0043725433125728,-1.018064342889739,0.8987216615435496,-1.3278240931125402,1.4984744121944498,0,0,0,0,0,-0.013691799577166153,-1.193344275199659,0.7892017258476305,1.0225158733240103,-1.9897104274244422,1.0136321922262117,-2.741475322971528
1,1.2994065083904698,0.9422703672436388,1.0976478677116108,-1.417654140501032,0.3193779329982714,0,0,0,0,0,-0.357136141146831,-1.556085044473494,0.15225526548776305,1.2243922478598623,-0.45276744909966055,0.7251544156191712,-2.6281263880081154
1,-1.4551119229935894,-1.220857588765615,-1.0629117603915,1.0776249536237426,-0.9226036917550364,0,0,0,0,0,0.23425433422797437,-1.1454202364980206,14.66504332439075,1.7764844336900507,-0.9942207605406148,0.8390128411936555,-0.5115994388388506
1,1.900392347965168,1.8210410993724089,0.6887439994772626,-1.0683150673235635,1.1054422524623904,0,0,0,0,0,-0.07935124859275922,-0.7357955921702523,0.6545943333060377,3.460692570577403,-1.1809606143616702,0.9582448073537425,-10.08187544067161
1,-0.7038796235252095,-0.1392936107609688,0.5395493448512165,-0.5393158993691112,1.5613595577515793,0,0,0,0,0,0.5645860127642407,-0.29098754017244854,1.01416662153331,0.09804593430189779,-0.8420660341273507,0.19789408033059788,1.1711915911843382
1,0.7985849754115499,0.7394771213678013,2.0314958911116765,-1.8468421446904937,-0.0893755131230703,0,0,0,0,0,-0.05910785404374863,-3.7518522284706144,-0.02948231379271159,0.5905353187849093,0.1650624643390245,0.9259842648388327,-2.398907404229573
2,1.149160048496788,0.8070748699930677,-0.189846744431675,-0.3297124554626299,-0.4666863864658474,0,0,0,0,0,-0.34208517850372044,0.06259483626815393,-0.5760470420358498,0.9274581967417725,0.1538723144126364,0.7023172020718952,-0.28323179503910745
2,-0.9042082367167944,-0.6800755997632919,-0.7147908995973925,0.7582292295757719,-0.4981289592444121,0,0,0,0,0,0.2241326369535025,-0.5419753531095038,-1.74653949870899,0.6149299588960826,-0.37769593699727166,0.752122765694621,-0.40654022102104304
1,-1.6053583828872708,-1.423650834641491,0.9374017571873392,-1.1581451147120556,0.1621650691054477,0,0,0,0,0,0.18170754824577995,-1.0856472656090135,0.08370234439183848,2.2854698016961774,-0.18781068256141714,0.8868118482559794,-5.927478435828532
2,-1.4050297696957144,-1.1532598401403102,1.3076255297778978,-1.198069580218052,-1.0169314100907303,0,0,0,0,0,0.2517699295554041,-1.566626369543414,-0.4406830297932295,1.6203644075916566,1.2183545875979531,0.8208081173896197,-6.6018493518204595
1,0.097434829241045,0.1310973837401734,0.3350974107340424,-0.8487305070405835,-1.3313571378763782,0,0,0,0,0,0.0336625544991284,-0.28440739532029047,-0.9971985019013647,0.012773451198671546,1.1299634186819185,1.3454878995666968,2.2152345735960415
1,0.4980920556241866,0.4690861268666205,-0.819779730630536,0.4987202037867951,0.2407715010518595,0,0,0,0,0,-0.029005928757566135,-0.4088407143203449,1.3359845809477804,0.23364807319578298,0.12007761207063591,0.941765927743583,-0.5469865079280377
0,-0.6537974702273347,-0.4772823538874159,-0.758996723190295,0.5286635529162921,1.2940976891337788,0,0,0,0,0,0.1765151163399188,-0.4012539043336048,5.3696269455937395,0.31204599555574003,0.6841422821582267,0.7300156021121618,-0.4965099885729118
2,-0.9542903900146694,-1.423650834641491,-0.2395782959736904,-0.0003356150381599,-1.6929467248298729,0,0,0,0,0,-0.46936044462682147,8.040607894549392e-05,-2.226326150169037,1.358576310234738,0.0005681783796564555,1.4918423674156527,-0.23965872904718494
1,0.7485028221136465,0.1986951323654782,-0.6871622598518284,0.1593622469858258,-1.2527507059299663,0,0,0,0,0,-0.5498076897481683,-0.10950772177384528,-4.0044743493435835,0.14872386731580498,-0.1996411674100789,0.2654567578040607,-0.5927071212111236
1,0.54817420892209,0.7394771213678013,0.9484532130855649,-1.0882773000765618,0.9796719613481312,0,0,0,0,0,0.1913029124457113,-1.0321801019856984,0.5027947064721793,0.4053622860217788,-1.0661547570566539,1.348981964733223,-10.744021535128324
2,-1.6053583828872708,-1.4912485832667572,0.6887439994772626,-0.7189759941460955,0.5394759424482247,0,0,0,0,0,0.1141097996205136,-0.4951904017363227,0.31945395075583705,2.393988414116055,-0.38787025203961417,0.9289194233282136,2.450836886281234
1,-0.9042082367167944,-1.085662091515044,-0.3445671270068339,0.9877949062352508,-0.5610141048015417,0,0,0,0,0,-0.1814538547982495,-0.34036165291346526,-0.8559444115757543,0.981664605439085,-0.554166875049092,1.200677064673856,-0.17334138744696792
2,-1.304865463099936,-0.6800755997632919,-0.1069608251949828,-0.2997691063331329,0.6180823743946366,0,0,0,0,0,0.624789863336644,0.032063550981354445,0.6921111546193777,0.8874071624280946,-0.1852820010125411,0.5211844584710316,-0.15275079429138858
2,-0.5536331636315563,-0.7476733483885967,-0.2893098475157057,-0.0502411969206554,-1.2213081331514015,0,0,0,0,0,-0.19404018475704032,0.014535273020121357,-1.7184818572231326,0.41393676123137757,0.06135998241845759,1.3504851181317135,-0.30461402050467357
1,-0.3533045504399714,-0.6124778511379871,0.0643367412275144,-0.0901656624266517,0.6180823743946366,0,0,0,0,0,-0.25917330069801575,-0.005800964891150908,0.5807206971750253,0.21639121185074625,-0.055729806721530155,1.7335690988844223,0.0707125886225719
1,-0.8541260834188912,-1.220857588765615,0.6832182715281497,-1.1581451147120556,-0.6396205367479536,0,0,0,0,0,-0.36673150534672383,-0.7912659034523414,-0.3799985703382716,1.0427663107046061,0.7407733999041453,1.4293646013932428,-4.320198399881821
2,0.4980920556241866,0.6718793727424964,-0.642956436258926,-0.1400712443091472,1.4355892666373202,0,0,0,0,0,0.1737873171183098,0.09005970806336264,4.020767806581724,0.33465777790079915,-0.20108477489474552,1.3489060207967527,-0.7476857030352302
1,0.7485028221136465,0.7394771213678013,-0.582173428818685,0.957851557105754,0.3350992193875538,0,0,0,0,0,-0.009025700745845189,-0.5576357252995732,0.8020055269346146,0.5535007122322747,0.3209753090752911,0.9879416610342789,-0.2973532016284719
2,0.2476812891347267,1.0774658644942483,-0.3500928549559467,-0.0901656624266517,1.4355892666373202,0,0,0,0,0,0.8297845753595217,0.031566354177940625,2.208914423521241,0.26686813431659817,-0.12944085719894508,4.350210983875163,-0.384787472288298
1,0.2977634424326301,-0.0040981135103977,-0.6319049803607003,0.9478704407292546,1.0425571069052608,0,0,0,0,0,-0.30186155594302777,-0.598964052233508,2.8323042999247146,-0.0012202683863356892,0.9882090644077062,-0.01376298405511923,-0.32440811624212756
2,0.6483385155178683,0.5366838754919253,-0.4661331418873158,0.1194377814798295,-0.8125546870300597,0,0,0,0,0,-0.11165464002594294,-0.05567390834124358,-1.5220174743616552,0.3479528271388113,-0.09704972914990753,0.8277834227745093,-0.4163993297341776
2,-1.4050297696957144,-1.085662091515044,1.788363861350713,-1.397691907748034,0.0363947779911886,0,0,0,0,0,0.31936767818067047,-2.4995816971189186,0.01305237759521047,1.5253875584087497,-0.05086868668257056,0.7726968601883535,-4.496857558599778
1,-0.6037153169294313,-0.815271097013863,-0.0903836413476443,0.4388335055278003,-0.8282759734193421,0,0,0,0,0,-0.21155578008443177,-0.039663370174954186,-0.9105772620959416,0.4921916487171294,-0.36347524896006106,1.3504230788120963,-0.06281730373973277
1,0.1975991358368233,-0.0040981135103977,1.2689454341341082,-1.3877107913715347,-1.0955378420371424,0,0,0,0,0,-0.201697249347221,-1.7609292726095391,-0.48284010076039124,-0.0008097836882157959,1.5202896857508263,-0.020739531542192113,-3.2729175002975492
1,0.7985849754115499,0.7394771213678013,-0.7258423554956182,0.4388335055278003,-0.0264903675659408,0,0,0,0,0,-0.05910785404374863,-0.31852394532269795,-0.0966245811377235,0.5905353187849093,-0.011624860861681744,0.9259842648388327,-0.504465841744046
2,-0.6537974702273347,-0.27448910801154,-0.6374307083098131,1.0377004881177463,-1.1898655603728368,0,0,0,0,0,0.3793083622157947,-0.6614621571543338,-3.2817604459165532,0.17946028442290246,-1.2347240727933884,0.4198381310898866,-0.31281864632550443
1,0.7485028221136465,0.4690861268666205,-0.5766477008695721,-0.1500523606856464,1.8286214263693796,0,0,0,0,0,-0.279416695247026,0.08652734879942976,4.319384659361472,0.3511122897740254,-0.27438896182707934,0.626699209419144,-0.6784508529663656
2,-1.0043725433125728,-1.2884553373908814,0.0698624691766272,-0.3396935718391292,1.2940976891337788,0,0,0,0,0,-0.2840827940783086,-0.02373183169210956,1.2095925657899977,1.2940891641599386,-0.43959666633061634,1.282846037528426,0.1058031032216554
2,1.0990778951988849,1.0774658644942483,0.2908915871411399,-0.2299012916976389,-0.450965100076565,0,0,0,0,0,-0.021612030704636576,-0.06687635162772435,-0.3493438988748004,1.1842189144969852,0.10367745901815728,0.9803362156594682,0.37773285944394563
1,0.2977634424326301,0.2662928809907446,-0.250629751871916,0.7282858804462741,0.1621650691054477,0,0,0,0,0,-0.03147056144188548,-0.18253010950806955,0.2164017980571469,0.0792922849391068,0.11810253013109186,0.8943101907179025,-0.14501637414708204
2,-1.254783309802033,-0.4096846052621496,-0.5876991567677977,0.8280970442112651,0.4923120832803776,0,0,0,0,0,0.8450987045398832,-0.4866719346048662,1.1940603357027677,0.5140654049657795,0.40768218099397086,0.3264982902321083,-0.3214813779327352
1,-1.354947616397811,-0.8828688456391679,-0.2672069357192544,0.0196266177148385,0.0678373507697534,0,0,0,0,0,0.472078770758643,-0.005244368378115231,0.09257368017850637,1.1962410379906774,0.0013314177503453554,0.6515889138107895,-0.26206351528769606
1,0.0473526759431701,1.0098681158689435,3.7499972832857624,-2.295992381632953,0.2407715010518595,0,0,0,0,0,0.9625154399257735,-8.60996519356838,0.05068876605447409,0.047819957636081836,-0.5528095321293999,21.32652687001106,-2.8935334315474592
0,0.9989135886031064,0.6042816241171917,0.7716299187139548,-1.0982584164530609,1.7971788535908149,0,0,0,0,0,-0.39463196448591475,-0.8474490526145921,1.0144211466553954,0.6036251256738174,-1.9737668018275756,0.604938836563658,-7.853066908345412
1,-0.4033867037378747,-1.085662091515044,-0.8087282747323103,0.8380781605877643,-1.1427017012049896,0,0,0,0,0,-0.6822753877771692,-0.6777775049029707,-5.974232206070968,0.43794165246942046,-0.9576733398463867,2.6913680630894556,-0.43998579172155683
2,1.04899574190101,0.4690861268666205,-0.968974385256582,0.7781914623287696,1.6556872760872736,0,1,0,0,0,-0.5799096150343896,-0.7540475938219401,53.36517228682863,0.4920693496679219,1.2884417025374928,0.44717638797707004,-0.5449212898523232
2,-0.0027294773547332,-0.5448801025127208,0.5284978889529909,-0.7589004596520917,-1.6300615792727433,0,0,0,0,0,-0.5421506251579876,-0.4010772908515849,-1.0664467324775455,0.0014872379008531759,1.2370544817712994,199.62799895292832,2.192031922542718
1,0.6984206688157432,0.5366838754919253,-0.5987506126660234,0.4288523891513011,-1.362799710654943,0,0,0,0,0,-0.16173679332381785,-0.2567756307476294,-3.396390757652741,0.3748311112636955,-0.5844399118490742,0.768424961423232,-0.4190430146683415
1,0.3979277490284083,0.1986951323654782,-0.0130234500600649,-0.6690704122636,-0.8754398325871893,0,0,0,0,0,-0.19923261666293007,0.008713605100782028,-0.8869915223826406,0.07906630676509636,0.5857308897010877,0.4993246458700553,-0.03935414221843062
0,-0.1529759372484148,-0.5448801025127208,0.1803770281588835,-0.7189759941460955,0.5394759424482247,0,0,0,0,0,-0.391904165264306,-0.12968675314165154,0.4570369717290102,0.0833535443698958,-0.38787025203961417,3.561868044827861,0.6418562983998449
2,-1.6053583828872708,-1.423650834641491,1.6778493023684564,-1.4775408387600268,0.1307224963268829,0,0,0,0,0,0.18170754824577995,-2.479090865534415,0.048816225846340114,2.2854698016961774,-0.1931478268676271,0.8868118482559794,-3.513520030506976
0,-1.0043725433125728,-1.558846331892062,0.0422338294310631,-0.3197313390861314,1.2312125435766494,0,0,0,0,0,-0.5544737885794893,-0.013503478838729072,1.1813208406876856,1.5656624549959053,-0.39365723525740404,1.5520598828306782,0.06208404393394581
1,0.4980920556241866,0.6042816241171917,0.7716299187139548,-1.018409485441068,-0.6867843959158006,0,0,0,0,0,0.10618956849300504,-0.7858352284684118,-0.38765680612028997,0.30098787633245405,0.6994277432535652,1.2131926564456705,-41.91480099669715
1,-2.156262069164094,-2.64041030989667,-1.0850146721879512,1.4369451431777105,0.17788635549473,0,0,0,0,0,-0.4841482407325759,-1.5591065634770322,-2.092419472034865,5.69341659826,0.2556129345657359,1.2245312606738303,-0.4452355750499667
2,-0.3533045504399714,0.4690861268666205,-0.9137171057654538,0.8879837424702598,1.7971788535908149,0,0,0,0,0,0.8223906773065919,-0.8113659351367019,20.82891249226612,-0.16573026317023873,1.5958656042999828,-1.3277104024911819,-0.4839644988520589
1,0.3979277490284083,-0.2068913593862736,-0.9192428337145668,0.5386446692927913,1.1211635388516727,0,0,0,0,0,-0.6048191084146819,-0.49514525216595123,13.883146108531871,-0.0823278129340073,0.6039087636078948,-0.5199219202265372,-0.5974367260097025
1,-0.7038796235252095,-0.2068913593862736,0.4842920653600884,-0.6590892958871006,-0.1365393722909174,0,0,0,0,0,0.49698826413893593,-0.31919171636189037,-0.09198955884588188,0.14562661215542907,0.08999163874408744,0.29393003074887813,1.4205833360976117
1,0.1975991358368233,1.0098681158689435,-0.2616812077701416,0.4587957382807988,0.6495249471732014,0,0,0,0,0,0.8122689800321202,-0.1200582229131132,0.8797350873482669,0.19954906700486416,0.2979992776701258,5.110690953137008,-0.17938166454923618
1,0.1975991358368233,0.3338906296160494,4.888297240803002,-2.54552029104543,-1.5042912881584842,0,0,0,0,0,0.13629149377922609,-12.443259815125431,-0.2554713572770216,0.06597649987614419,3.82920399765029,1.689737296684208,-3.1628813087251224
1,0.6483385155178683,0.3338906296160494,-0.9634486573074692,0.7682103459522711,-0.5924566775801064,0,0,0,0,0,-0.3144478859018189,-0.740131226337422,-16.208889576611202,0.21647415515059582,-0.4551313492455467,0.5149942840421106,-0.5448721977636677
1,-0.0027294773547332,-0.27448910801154,0.854515837950647,-1.1282017655825582,-0.2151458042373293,0,0,0,0,0,-0.27175963065680675,-0.9640662770941791,-0.11601184515904621,0.0007492118044384137,0.24272787619823435,100.56471343700547,-6.6653983591229355
1,0.6984206688157432,0.1986951323654782,3.66711136404907,-2.3359168471389493,0.9639506749588488,0,0,0,0,0,-0.49972553645026496,-8.566067215616915,0.20654117713671805,0.1387727872371299,-2.251708621447336,0.28449205648851983,-2.74501468553428
1,1.199242201794663,0.6042816241171917,-0.3887729505997364,-0.0402600805441561,-0.3409160953515884,0,0,0,0,0,-0.5949605776774712,0.015652030304534607,-0.5577568854095961,0.7246800254103558,0.013725309457654149,0.5038862234942081,-0.4050815671188961
2,-1.354947616397811,-0.9504665942644344,0.2466857635482373,-1.0583339509470646,0.5237546560589423,0,0,0,0,0,0.40448102213337656,-0.26107591877839936,0.4201176201517416,1.2878324463643407,-0.5543073344737813,0.7014784798775413,-4.228854029998642
2,2.1007209611567244,2.4294208370000367,-0.6374307083098131,0.3689656908923071,0.6809675199517662,0,0,0,0,0,0.3286998758433124,-0.23519006168750284,1.8781720778869724,5.103535275756891,0.2512536514742243,1.1564700319181467,-0.4656294255952672
1,-0.5536331636315563,-0.0040981135103977,0.9926590366784674,-1.2679373948535455,-0.781112114251495,0,0,0,0,0,0.5495350501211587,-1.258629512943926,-0.3919948670965398,0.002268851547682702,0.9904012592325855,0.007402218254983367,-3.704817079456395
1,-1.304865463099936,-0.5448801025127208,0.4456119697162987,-0.6790515286400984,-1.2527507059299663,0,0,0,0,0,0.7599853605872151,-0.30259348921617785,-0.8665884982785653,0.710995227299202,0.850682281866706,0.41757569490594293,1.3884221595702924
1,1.04899574190101,0.8070748699930677,-0.4716588698364286,0.6783802985637786,-1.6929467248298729,0,0,0,0,0,-0.24192087190794243,-0.3199640849398908,-3.2042682808089276,0.8466181020180392,-1.1484617046426602,0.7693785949316354,-0.2810202611649076
1,0.9488314353052032,0.6042816241171917,-0.2948355754648185,0.029607734091337,-1.5986190064941783,0,0,0,0,0,-0.34454981118801153,-0.008729413319028668,-2.267015962338045,0.5733614007396742,-0.04733148645763697,0.6368693127487045,-0.28635718798773463
1,-1.4050297696957144,-1.018064342889739,0.0588110132784016,0.1493811306093265,0.2722140738304243,0,0,0,0,0,0.38696542680597545,0.008785255655807745,0.257094108784878,1.4304107092257887,0.04066364611655946,0.7245856029870598,0.0511675472236297
2,-1.0043725433125728,-0.7476733483885967,-1.1071175839844023,1.1375116518827373,-0.6238992503586712,0,0,0,0,0,0.2566991949239761,-1.2593591517865226,5.824433553780666,0.7509425824880821,-0.7096926668838935,0.7444183469239977,-0.517946923474894
